JobTitle,Industry,Salary,Risk,Location,Year,SourceDataset
,Healthcare,111189.61060346678,Low,Tokyo,,ai_job_market_insights.csv
,Retail,100249.33032380774,Medium,New York,,ai_job_market_insights.csv
,Technology,88517.45787139912,Medium,Toronto,,ai_job_market_insights.csv
,Manufacturing,85157.01548352139,Medium,Dubai,,ai_job_market_insights.csv
,Entertainment,85073.80489266386,High,Sydney,,ai_job_market_insights.csv
,Technology,103955.53802022424,Low,Tokyo,,ai_job_market_insights.csv
,Entertainment,61857.52009880744,High,Sydney,,ai_job_market_insights.csv
,Energy,82562.53678289187,Medium,San Francisco,,ai_job_market_insights.csv
,Education,121912.19646021895,High,New York,,ai_job_market_insights.csv
,Transportation,122683.90533154352,Low,Toronto,,ai_job_market_insights.csv
,Finance,60437.05824396676,Low,Toronto,,ai_job_market_insights.csv
,Technology,67371.72777472783,Medium,Paris,,ai_job_market_insights.csv
,Manufacturing,84587.58840944126,Medium,Paris,,ai_job_market_insights.csv
,Healthcare,107851.79034228704,High,San Francisco,,ai_job_market_insights.csv
,Manufacturing,53450.51291894019,Medium,San Francisco,,ai_job_market_insights.csv
,Energy,88903.82730165044,Medium,New York,,ai_job_market_insights.csv
,Entertainment,80516.4168684071,Low,Paris,,ai_job_market_insights.csv
,Healthcare,116519.29348570466,Medium,Dubai,,ai_job_market_insights.csv
,Finance,56461.83052061492,Medium,Dubai,,ai_job_market_insights.csv
,Finance,91850.81230987245,Low,New York,,ai_job_market_insights.csv
,Technology,82127.81125302812,Low,Dubai,,ai_job_market_insights.csv
,Energy,119395.97852554575,High,Singapore,,ai_job_market_insights.csv
,Education,101953.052927065,Medium,Berlin,,ai_job_market_insights.csv
,Energy,78283.6868148453,Low,New York,,ai_job_market_insights.csv
,Entertainment,107067.72886658164,High,New York,,ai_job_market_insights.csv
,Manufacturing,82223.42293382852,High,London,,ai_job_market_insights.csv
,Finance,109986.59422479507,Medium,Tokyo,,ai_job_market_insights.csv
,Manufacturing,85258.46018228843,Medium,Tokyo,,ai_job_market_insights.csv
,Manufacturing,111093.33157537528,High,Singapore,,ai_job_market_insights.csv
,Manufacturing,98721.639102545,Low,Paris,,ai_job_market_insights.csv
,Finance,155209.82161382848,High,San Francisco,,ai_job_market_insights.csv
,Telecommunications,88942.07989167991,Medium,San Francisco,,ai_job_market_insights.csv
,Retail,97657.24583242898,Low,Sydney,,ai_job_market_insights.csv
,Entertainment,80411.50516568137,Low,Singapore,,ai_job_market_insights.csv
,Telecommunications,90053.70681509557,High,New York,,ai_job_market_insights.csv
,Entertainment,35963.29731701118,Medium,Singapore,,ai_job_market_insights.csv
,Healthcare,99311.68033082064,High,Singapore,,ai_job_market_insights.csv
,Energy,116857.48425898825,High,Singapore,,ai_job_market_insights.csv
,Energy,97932.60009198709,High,Tokyo,,ai_job_market_insights.csv
,Transportation,63722.77084045245,Low,Singapore,,ai_job_market_insights.csv
,Energy,73964.25694581997,Low,Berlin,,ai_job_market_insights.csv
,Finance,41396.15745687459,Medium,San Francisco,,ai_job_market_insights.csv
,Education,109578.48013730848,Medium,Sydney,,ai_job_market_insights.csv
,Technology,69869.7341458084,High,Berlin,,ai_job_market_insights.csv
,Transportation,89425.82819575544,High,Sydney,,ai_job_market_insights.csv
,Technology,86925.2485534556,High,London,,ai_job_market_insights.csv
,Entertainment,119754.54071316532,Medium,Sydney,,ai_job_market_insights.csv
,Technology,91705.62635931476,Low,San Francisco,,ai_job_market_insights.csv
,Technology,106177.8584021202,Low,San Francisco,,ai_job_market_insights.csv
,Transportation,100929.27528295324,High,Singapore,,ai_job_market_insights.csv
,Healthcare,117188.22839922798,High,Toronto,,ai_job_market_insights.csv
,Manufacturing,85217.52610994082,High,London,,ai_job_market_insights.csv
,Energy,127392.30661009034,High,New York,,ai_job_market_insights.csv
,Energy,50286.7568720137,Medium,Dubai,,ai_job_market_insights.csv
,Finance,107149.46996002473,Low,Sydney,,ai_job_market_insights.csv
,Transportation,72667.60782671736,High,Toronto,,ai_job_market_insights.csv
,Finance,80145.00894440095,Medium,Singapore,,ai_job_market_insights.csv
,Education,101388.28533802072,High,Tokyo,,ai_job_market_insights.csv
,Education,101228.04099695486,High,New York,,ai_job_market_insights.csv
,Finance,102128.56027380144,Low,Paris,,ai_job_market_insights.csv
,Transportation,62276.84111789524,High,Toronto,,ai_job_market_insights.csv
,Finance,118980.6046255848,Low,Tokyo,,ai_job_market_insights.csv
,Energy,71987.05763544649,Low,London,,ai_job_market_insights.csv
,Telecommunications,74654.25819549602,Low,Singapore,,ai_job_market_insights.csv
,Retail,102757.93476333655,Medium,New York,,ai_job_market_insights.csv
,Technology,84265.57650477519,Medium,New York,,ai_job_market_insights.csv
,Retail,96165.21681124983,Low,New York,,ai_job_market_insights.csv
,Transportation,46867.98606734424,High,London,,ai_job_market_insights.csv
,Retail,95686.48899038463,Low,Sydney,,ai_job_market_insights.csv
,Education,94356.6375902443,High,Paris,,ai_job_market_insights.csv
,Entertainment,79802.82924471433,Low,London,,ai_job_market_insights.csv
,Technology,48518.48080470421,High,Dubai,,ai_job_market_insights.csv
,Manufacturing,85743.8347703679,Medium,Paris,,ai_job_market_insights.csv
,Transportation,89252.52280402774,High,San Francisco,,ai_job_market_insights.csv
,Technology,82655.4201933901,Low,Singapore,,ai_job_market_insights.csv
,Retail,53276.51071135004,Medium,London,,ai_job_market_insights.csv
,Education,121894.68014633832,High,Tokyo,,ai_job_market_insights.csv
,Healthcare,77222.76944111254,High,Paris,,ai_job_market_insights.csv
,Telecommunications,85555.90674154198,High,Dubai,,ai_job_market_insights.csv
,Manufacturing,41810.51357563419,High,San Francisco,,ai_job_market_insights.csv
,Telecommunications,121897.10697396414,High,Sydney,,ai_job_market_insights.csv
,Technology,80669.00136531888,Medium,Tokyo,,ai_job_market_insights.csv
,Education,91969.25634148406,Medium,Paris,,ai_job_market_insights.csv
,Education,112414.74889633304,Medium,Singapore,,ai_job_market_insights.csv
,Retail,76473.91590566748,Medium,Tokyo,,ai_job_market_insights.csv
,Energy,109264.89974773087,Low,San Francisco,,ai_job_market_insights.csv
,Retail,48773.49088117717,Medium,Tokyo,,ai_job_market_insights.csv
,Energy,101019.73315142626,High,Berlin,,ai_job_market_insights.csv
,Energy,121444.84333039304,High,Toronto,,ai_job_market_insights.csv
,Manufacturing,78391.66305563941,Medium,Sydney,,ai_job_market_insights.csv
,Retail,112377.63240596798,High,San Francisco,,ai_job_market_insights.csv
,Healthcare,126678.45304387566,Medium,Tokyo,,ai_job_market_insights.csv
,Finance,84903.16323891962,High,Toronto,,ai_job_market_insights.csv
,Finance,83249.43428300279,Low,Toronto,,ai_job_market_insights.csv
,Retail,72034.12508335392,Low,Tokyo,,ai_job_market_insights.csv
,Retail,79805.39689629733,Medium,Singapore,,ai_job_market_insights.csv
,Telecommunications,73692.80219454759,Medium,Berlin,,ai_job_market_insights.csv
,Manufacturing,72017.77803145545,Medium,London,,ai_job_market_insights.csv
,Retail,113976.70593422712,High,Berlin,,ai_job_market_insights.csv
,Telecommunications,74201.47949423481,Medium,Tokyo,,ai_job_market_insights.csv
,Energy,95170.43829439246,Low,Sydney,,ai_job_market_insights.csv
,Education,90764.66870432477,High,London,,ai_job_market_insights.csv
,Education,119961.89125142244,Medium,San Francisco,,ai_job_market_insights.csv
,Energy,79936.87535889974,High,Berlin,,ai_job_market_insights.csv
,Transportation,97622.96093308643,High,Tokyo,,ai_job_market_insights.csv
,Telecommunications,105821.3940455222,Medium,Berlin,,ai_job_market_insights.csv
,Telecommunications,119794.99214641162,High,London,,ai_job_market_insights.csv
,Energy,79644.93309909466,Low,Dubai,,ai_job_market_insights.csv
,Healthcare,77642.1506253524,Low,Paris,,ai_job_market_insights.csv
,Entertainment,68764.37892079895,High,Berlin,,ai_job_market_insights.csv
293,Manufacturing,,,,2015.0,robotics_data.csv
819,Healthcare,,,,2015.0,robotics_data.csv
743,Logistics,,,,2015.0,robotics_data.csv
366,Manufacturing,,,,2016.0,robotics_data.csv
100,Healthcare,,,,2016.0,robotics_data.csv
826,Logistics,,,,2016.0,robotics_data.csv
812,Manufacturing,,,,2017.0,robotics_data.csv
760,Healthcare,,,,2017.0,robotics_data.csv
676,Logistics,,,,2017.0,robotics_data.csv
935,Manufacturing,,,,2018.0,robotics_data.csv
828,Healthcare,,,,2018.0,robotics_data.csv
543,Logistics,,,,2018.0,robotics_data.csv
64,Manufacturing,,,,2019.0,robotics_data.csv
746,Healthcare,,,,2019.0,robotics_data.csv
900,Logistics,,,,2019.0,robotics_data.csv
179,Manufacturing,,,,2020.0,robotics_data.csv
224,Healthcare,,,,2020.0,robotics_data.csv
39,Logistics,,,,2020.0,robotics_data.csv
753,Manufacturing,,,,2021.0,robotics_data.csv
350,Healthcare,,,,2021.0,robotics_data.csv
717,Logistics,,,,2021.0,robotics_data.csv
961,Manufacturing,,,,2022.0,robotics_data.csv
269,Healthcare,,,,2022.0,robotics_data.csv
210,Logistics,,,,2022.0,robotics_data.csv
262,Manufacturing,,,,2023.0,robotics_data.csv
559,Healthcare,,,,2023.0,robotics_data.csv
94,Logistics,,,,2023.0,robotics_data.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,1000000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,600000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,100000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,192000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,600000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,240000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,900000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer - Intern,,24000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,600000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,228000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,600000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,360000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,1000000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,408000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,800000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,228000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,100000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,200000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,228000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,708000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer - Intern,,396000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,700000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,900000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,200000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,228000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,600000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,216000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,216000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,540000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,100000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,252000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,700000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,100000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,200000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,156000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer - Intern,,348000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,600000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,864000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,120000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,168000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer - Intern,,96000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,1000000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,420000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,240000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer - Intern,,72000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,700000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,396000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,264000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,1000000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,672000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,276000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,800000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,200000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,492000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,600000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,432000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer - Intern,,200000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,1188000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,300000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,1000000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,732000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer - Intern,,120000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,684000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,500000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,800000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,400000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
Android Developer,,200000.0,,Bangalore,,Salary_Dataset_with_Extra_Features.csv
